road	Z2813
km	23.18
type	Box Culvert
lrpName	LRP023b
name	.
length	3
condition	A
structureNr	117422
est cost	0
roadName	Sunamganj-Tekerhat-Badaghat-Tahirpur Road
chainage	23.18
width	4.1
constructionYear	1992
spans	1
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Sunamganj
lat	25.194444444444446
lon	91.19666666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=117422&vRoadID=435&vSurveyYear=2006&vSubdivID=557
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=117422&vRoadID=435&vSurveyYear=2006&vSubdivID=557
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=117422&vRoadID=435&vSurveyYear=2006&vSubdivID=557
