road	Z2813
km	39.18
type	Box Culvert
lrpName	LRP039a
name	.
length	2
condition	A
structureNr	118581
est cost	0
roadName	Sunamganj-Tekerhat-Badaghat-Tahirpur Road
chainage	39.18
width	4
constructionYear	1991
spans	1
zone	Sylhet
circle	Sylhet
division	Sunamganj
sub-division	Sunamganj
lat	25.104722222222225
lon	91.17944444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118581&vRoadID=435&vSurveyYear=2006&vSubdivID=557
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118581&vRoadID=435&vSurveyYear=2006&vSubdivID=557
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118581&vRoadID=435&vSurveyYear=2006&vSubdivID=557
