road	Z8003
km	4.706
type	RCC Girder Bridge
lrpName	LRP004a
name	ALAMPUR BRIDGE
length	89.5
condition	B
structureNr	106591
est cost	0.14
roadName	Srinagar (Hashara)-Alampur-Shibrampur (Sirajdikhan)-Nawabganj (Kharsur) Road
chainage	4.706
width	5.25
constructionYear	1997
spans	5
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Keraniganj
lat	23.60291666666667
lon	90.27708333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106591&vRoadID=234&vSurveyYear=2004&vSubdivID=517
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106591&vRoadID=234&vSurveyYear=2004&vSubdivID=517
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106591&vRoadID=234&vSurveyYear=2004&vSubdivID=517
