road	Z1044
km	6.607
type	Box Culvert
lrpName	LRP006c
name	MOHAMMADPUR CULVERT
length	4.5
condition	B
structureNr	102569
est cost	0.35
roadName	Gouripur-Kachua-Hajiganj Road
chainage	6.607
width	9.7
constructionYear	1995
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.48477777777778
lon	90.81058333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102569&vRoadID=486&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102569&vRoadID=486&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102569&vRoadID=486&vSurveyYear=2004&vSubdivID=544
