road	Z1044
km	0.301
type	Box Culvert
lrpName	LRPSb
name	HORIPUR BOX CULVERT
length	6
condition	B
structureNr	102562
est cost	0.35
roadName	Gouripur-Kachua-Hajiganj Road
chainage	0.301
width	7.2
constructionYear	1992
spans	1
zone	Comilla
circle	Comilla
division	Comilla
sub-division	Gouripur
lat	23.527805555555556
lon	90.79297222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102562&vRoadID=486&vSurveyYear=2004&vSubdivID=544
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102562&vRoadID=486&vSurveyYear=2004&vSubdivID=544
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102562&vRoadID=486&vSurveyYear=2004&vSubdivID=544
