road	Z1036
km	0.342
type	Box Culvert
lrpName	LRPSa
name	PURBO SATBORI
length	0.8
condition	A
structureNr	104913
est cost	0
roadName	Hashimpur-Rail Station-Bagicharhat-Borma Road
chainage	0.342
width	7.2
constructionYear	1978
spans	1
zone	Chittagong
circle	Chittagong
division	Dohazari
sub-division	Dohazari
lat	22.19075
lon	92.04277777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104913&vRoadID=328&vSurveyYear=2004&vSubdivID=280
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104913&vRoadID=328&vSurveyYear=2004&vSubdivID=280
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104913&vRoadID=328&vSurveyYear=2004&vSubdivID=280
