road	R240
km	19.617
type	Box Culvert
lrpName	LRP019d
name	JITKA BOX CULVERT
length	4.5
condition	B
structureNr	102192
est cost	0.6
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	19.617
width	9.7
constructionYear	1988
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.40897222222222
lon	91.4303888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102192&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102192&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102192&vRoadID=97&vSurveyYear=2004&vSubdivID=551
