road	R240
km	33.28
type	Baily with Steel Deck
lrpName	LRP033a
name	CHANDPUR
length	20
condition	A
structureNr	102213
est cost	0.4
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	33.28
width	4.6
constructionYear	1996
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.512833333333333
lon	91.48927777777777
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102213&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102213&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102213&vRoadID=97&vSurveyYear=2004&vSubdivID=551
