road	R240
km	20.54
type	Truss with Steel Deck
lrpName	LRP020b
name	Balikhal Bridge
length	110.4
condition	B
structureNr	121008
est cost	1.044
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	20.54
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.4172493 
lon	91.4303327 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121008&vRoadID=97&vSurveyYear=2013&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121008&vRoadID=97&vSurveyYear=2013&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121008&vRoadID=97&vSurveyYear=2013&vSubdivID=551
