road	R240
km	18.41
type	Box Culvert
lrpName	LRP018b
name	ALOM PUR SUBMARCH CULVERT
length	1.47
condition	A
structureNr	102243
est cost	0
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	18.41
width	8.5
constructionYear	1984
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.236722222222223
lon	91.42075
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102243&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102243&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102243&vRoadID=97&vSurveyYear=2004&vSubdivID=551
