road	R240
km	12.78
type	Box Culvert
lrpName	LRP012b
name	TEGBARIA BOULA BOX CUVERT
length	9.3
condition	B
structureNr	102228
est cost	0.2
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	12.78
width	11.6
constructionYear	1978
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.358111111111114
lon	91.42200000000001
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102228&vRoadID=97&vSurveyYear=2004&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102228&vRoadID=97&vSurveyYear=2004&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102228&vRoadID=97&vSurveyYear=2004&vSubdivID=552
