road	R240
km	18.24
type	Box Culvert
lrpName	LRP018a
name	ALOMPUR CULVER
length	6
condition	C
structureNr	102240
est cost	0.48
roadName	Shaistaganj-Habiganj-Nabiganj-Sherpur (Auskandi) Road
chainage	18.24
width	8.65
constructionYear	1984
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.40233333333333
lon	91.41944444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102240&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102240&vRoadID=97&vSurveyYear=2004&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102240&vRoadID=97&vSurveyYear=2004&vSubdivID=551
