road	R202
km	0.327
type	Box Culvert
lrpName	LRPSa
name	GAUSIYA SWICE GET
length	3.3
condition	A
structureNr	102257
est cost	0
roadName	Bhulta-Rupganj-Kayetpara-Rampura Road
chainage	0.327
width	8.5
constructionYear	1992
spans	2
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	24.788111111111114
lon	90.56816666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102257&vRoadID=91&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102257&vRoadID=91&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102257&vRoadID=91&vSurveyYear=2004&vSubdivID=520
