road	R202
km	6.96
type	Box Culvert
lrpName	LRP006e
name	KANCHAR BO BOX CULVERT
length	6
condition	A
structureNr	102263
est cost	0
roadName	Bhulta-Rupganj-Kayetpara-Rampura Road
chainage	6.96
width	21.3
constructionYear	2001
spans	1
zone	Dhaka
circle	Dhaka
division	Narayanganj
sub-division	Narayanganj-1
lat	23.838277777777776
lon	90.55158333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=102263&vRoadID=91&vSurveyYear=2004&vSubdivID=520
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=102263&vRoadID=91&vSurveyYear=2004&vSubdivID=520
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=102263&vRoadID=91&vSurveyYear=2004&vSubdivID=520
