road	Z1424
km	16.644
type	Box Culvert
lrpName	LRP016e
name	CHAR JUBLI BOX CULVERT
length	9.3
condition	A
structureNr	105183
est cost	0
roadName	Sonapur (Mannan Nagar)-Char Jabber-Steamer Ghat Road
chainage	16.644
width	16.3
constructionYear	1991
spans	2
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Noakhali
lat	22.65663888888889
lon	91.10222222222221
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105183&vRoadID=494&vSurveyYear=2004&vSubdivID=550
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105183&vRoadID=494&vSurveyYear=2004&vSubdivID=550
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105183&vRoadID=494&vSurveyYear=2004&vSubdivID=550
