road	Z1421
km	0.009
type	Baily with Steel Deck
lrpName	LRPSa
name	Sonaimuri West Bazar Bridge
length	21.45
condition	C
structureNr	121548
est cost	236.5
roadName	Sonaimuri-Senbag-Kallandi Road
chainage	0.009
width	
constructionYear	
spans	
zone	Comilla
circle	Noakhali
division	Noakhali
sub-division	Chatkhil
lat	23.0383886 
lon	91.0962497 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121548&vRoadID=497&vSurveyYear=2013&vSubdivID=549
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121548&vRoadID=497&vSurveyYear=2013&vSubdivID=549
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121548&vRoadID=497&vSurveyYear=2013&vSubdivID=549
