road	N207
km	25.485
type	Box Culvert
lrpName	LRP025d
name	3 NUMBER POLE
length	4.5
condition	B
structureNr	100032
est cost	0.075
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	25.485
width	9.7
constructionYear	1975
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Sreemongal
lat	24.319027777777777
lon	91.73538888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100032&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100032&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100032&vRoadID=15&vSurveyYear=2004&vSubdivID=555
