road	N207
km	30.81
type	Box Culvert
lrpName	LRP030d
name	KASIM PUR
length	11.8
condition	C
structureNr	100043
est cost	1.18
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	30.81
width	7.6
constructionYear	1993
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Sreemongal
lat	24.364972222222224
lon	91.74969444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100043&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100043&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100043&vRoadID=15&vSurveyYear=2004&vSubdivID=555
