road	N207
km	33.258
type	Box Culvert
lrpName	LRP033b
name	HAMID NAGOR CULVERT
length	4.5
condition	A
structureNr	100046
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	33.258
width	9.8
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.38661111111111
lon	91.753
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100046&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100046&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100046&vRoadID=15&vSurveyYear=2004&vSubdivID=554
