road	N207
km	37.234
type	Box Culvert
lrpName	LRP037b
name	CODUPUR BOX CULVERT
length	6
condition	C
structureNr	100051
est cost	0.21
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	37.234
width	8.55
constructionYear	1980
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.421944444444446
lon	91.75827777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100051&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100051&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100051&vRoadID=15&vSurveyYear=2004&vSubdivID=554
