road	N207
km	62.585
type	Steel Beam & RCC Slab
lrpName	LRP063a
name	Sadhupati Bridge
length	13.2
condition	A
structureNr	121574
est cost	0.005
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	62.585
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.5837774 
lon	91.6868052 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121574&vRoadID=15&vSurveyYear=2013&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121574&vRoadID=15&vSurveyYear=2013&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121574&vRoadID=15&vSurveyYear=2013&vSubdivID=554
