road	N207
km	42.585
type	Box Culvert
lrpName	LRP042a
name	JAGONATH BOX CULVERT
length	6
condition	C
structureNr	100064
est cost	1.5
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	42.585
width	8.5
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.46947222222222
lon	91.76555555555555
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100064&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100064&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100064&vRoadID=15&vSurveyYear=2004&vSubdivID=554
