road	N207
km	22.794
type	Steel Beam & RCC Slab
lrpName	LRP022b
name	SRIMANGLE BASTE BRIDGE
length	12
condition	A
structureNr	100028
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	22.794
width	9.9
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Sreemongal
lat	24.302416666666666
lon	91.71841666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100028&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100028&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100028&vRoadID=15&vSurveyYear=2004&vSubdivID=555
