road	N207
km	61.306
type	RCC Bridge
lrpName	LRP061d
name	BAROAGE BOX CULVERT
length	7.2
condition	A
structureNr	100073
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	61.306
width	12.65
constructionYear	1994
spans	2
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Moulavi Bazar
lat	24.576333333333334
lon	91.69280555555557
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100073&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100073&vRoadID=15&vSurveyYear=2004&vSubdivID=554
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100073&vRoadID=15&vSurveyYear=2004&vSubdivID=554
