road	N207
km	29.4
type	Box Culvert
lrpName	LRP029b
name	KAKIA BAZAR BOX CULVERT
length	4.5
condition	A
structureNr	100039
est cost	0
roadName	Mirpur-Srimongal-Moulvibazar-Sherpur Road
chainage	29.4
width	9.7
constructionYear	1993
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Sreemongal
lat	24.351083333333335
lon	91.7475
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=100039&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=100039&vRoadID=15&vSurveyYear=2004&vSubdivID=555
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=100039&vRoadID=15&vSurveyYear=2004&vSubdivID=555
