road	N7
km	76.672
type	RCC Girder Bridge
lrpName	LRP076d
name	Naba Ganga Bridge
length	20.3
condition	C
structureNr	118817
est cost	0.063
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	76.672
width	
constructionYear	
spans	
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.4890552 
lon	89.4291104 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=118817&vRoadID=50&vSurveyYear=2013&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=118817&vRoadID=50&vSurveyYear=2013&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=118817&vRoadID=50&vSurveyYear=2013&vSubdivID=330
