road	N7
km	26.987
type	PC Girder Bridge
lrpName	LRP026a
name	Baidya Bridge
length	58.6
condition	A
structureNr	119205
est cost	0.01
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	26.987
width	
constructionYear	
spans	
zone	Gopalganj
circle	Faridpur
division	Faridpur
sub-division	Faridpur-2
lat	23.6007778 
lon	89.7830827 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119205&vRoadID=50&vSurveyYear=2013&vSubdivID=341
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119205&vRoadID=50&vSurveyYear=2013&vSubdivID=341
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119205&vRoadID=50&vSurveyYear=2013&vSubdivID=341
