road	N7
km	76.672
type	RCC Bridge
lrpName	LRP076d
name	.
length	20.37
condition	A
structureNr	109415
est cost	0
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	76.672
width	7.25
constructionYear	1993
spans	2
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.489166666666666
lon	89.42916666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109415&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109415&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109415&vRoadID=50&vSurveyYear=2004&vSubdivID=330
