road	N7
km	76.562
type	Box Culvert
lrpName	LRP076b
name	Regulator.
length	47.39
condition	A
structureNr	109412
est cost	0
roadName	Dauladia-Faridpur (Goalchamot)-Magura-Jhenaidah-Jessore-Khulna-Mongla (Digraj) Road
chainage	76.562
width	9.22
constructionYear	1992
spans	8
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.490000000000002
lon	89.42944444444444
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109412&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109412&vRoadID=50&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109412&vRoadID=50&vSurveyYear=2004&vSubdivID=330
