road	Z4801
km	0.16
type	Box Culvert
lrpName	LRPSa
name	BHUAPUR
length	3
condition	A
structureNr	106222
est cost	0
roadName	Bhuanpur-Tarakandi Road
chainage	0.16
width	9.65
constructionYear	1984
spans	1
zone	Mymensingh
circle	Jamalpur
division	Tangail
sub-division	Tangail
lat	24.459444444444443
lon	89.87458333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=106222&vRoadID=250&vSurveyYear=2004&vSubdivID=537
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=106222&vRoadID=250&vSurveyYear=2004&vSubdivID=537
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=106222&vRoadID=250&vSurveyYear=2004&vSubdivID=537
