road	R750
km	21.434
type	RCC Bridge
lrpName	LRP022c
name	.
length	30.95
condition	C
structureNr	104122
est cost	0.8
roadName	Jessore-Narail Road
chainage	21.434
width	4.2
constructionYear	1974
spans	4
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	23.176305555555558
lon	89.41725000000001
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104122&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104122&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104122&vRoadID=156&vSurveyYear=2004&vSubdivID=324
