road	R750
km	21.047
type	Box Culvert
lrpName	LRP022b
name	.
length	6.95
condition	A
structureNr	104117
est cost	0
roadName	Jessore-Narail Road
chainage	21.047
width	9.75
constructionYear	1990
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	23.177500000000002
lon	89.41361111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104117&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104117&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104117&vRoadID=156&vSurveyYear=2004&vSubdivID=324
