road	R750
km	15.157
type	Slab Culvert
lrpName	LRP016a
name	.
length	4.1
condition	B
structureNr	104069
est cost	0.005
roadName	Jessore-Narail Road
chainage	15.157
width	6.45
constructionYear	1985
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-2
lat	23.185555555555556
lon	89.35972222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104069&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104069&vRoadID=156&vSurveyYear=2004&vSubdivID=324
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104069&vRoadID=156&vSurveyYear=2004&vSubdivID=324
