road	R301
km	15.003
type	Box Culvert
lrpName	LRP014c
name	BANDAKHOLA BOX CULVERT
length	6.1
condition	A
structureNr	113646
est cost	0
roadName	Tongi-Kaliganj-Gorashal-Pachdona Road
chainage	15.003
width	7.3
constructionYear	2000
spans	1
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	23.92891666666667
lon	90.52791666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113646&vRoadID=104&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113646&vRoadID=104&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113646&vRoadID=104&vSurveyYear=2004&vSubdivID=514
