road	R301
km	12.427
type	Box Culvert
lrpName	LRP012a
name	SHJMOLIA BOX CULVERT
length	13
condition	A
structureNr	113651
est cost	0
roadName	Tongi-Kaliganj-Gorashal-Pachdona Road
chainage	12.427
width	9.7
constructionYear	1995
spans	2
zone	Dhaka
circle	Dhaka
division	Gazipur
sub-division	Tongi
lat	23.936972222222224
lon	90.50455555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113651&vRoadID=104&vSurveyYear=2004&vSubdivID=514
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113651&vRoadID=104&vSurveyYear=2004&vSubdivID=514
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113651&vRoadID=104&vSurveyYear=2004&vSubdivID=514
