road	Z5025
km	0.02
type	Slab Culvert
lrpName	LRPSa
name	.
length	2.6
condition	B
structureNr	110805
est cost	0
roadName	Rangpur-Badarganj-Parbatipur-Dinajpur Road
chainage	0.02
width	9.1
constructionYear	1989
spans	1
zone	Rangpur
circle	Rangpur
division	Rangpur
sub-division	Rangpur-1
lat	25.7425
lon	89.23277777777778
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110805&vRoadID=598&vSurveyYear=2004&vSubdivID=287
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110805&vRoadID=598&vSurveyYear=2004&vSubdivID=287
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110805&vRoadID=598&vSurveyYear=2004&vSubdivID=287
