road	Z1432
km	8.444
type	RCC Bridge
lrpName	LRP009c
name	MANDARIN
length	27.4
condition	B
structureNr	114448
est cost	0.24
roadName	Daserhat-Mandari Road
chainage	8.444
width	4.7
constructionYear	1992
spans	3
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.94
lon	90.91080555555556
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114448&vRoadID=504&vSurveyYear=2004&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114448&vRoadID=504&vSurveyYear=2004&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114448&vRoadID=504&vSurveyYear=2004&vSubdivID=803
