road	Z1432
km	0.473
type	Box Culvert
lrpName	LRPSb
name	DASHERHAT
length	2.5
condition	A
structureNr	114439
est cost	0
roadName	Daserhat-Mandari Road
chainage	0.473
width	7
constructionYear	1984
spans	1
zone	Comilla
circle	Noakhali
division	Laxmipur
sub-division	Laxmipur
lat	22.890555555555554
lon	90.94825
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114439&vRoadID=504&vSurveyYear=2004&vSubdivID=803
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114439&vRoadID=504&vSurveyYear=2004&vSubdivID=803
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114439&vRoadID=504&vSurveyYear=2004&vSubdivID=803
