road	R755
km	33.905
type	Slab Culvert
lrpName	LRP034c
name	.
length	2
condition	B
structureNr	110281
est cost	0.025
roadName	Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road
chainage	33.905
width	6.75
constructionYear	1994
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	22.85888888888889
lon	89.26083333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110281&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110281&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110281&vRoadID=157&vSurveyYear=2004&vSubdivID=323
