road	R755
km	4.89
type	Slab Culvert
lrpName	LRP005b
name	.
length	2.04
condition	C
structureNr	109917
est cost	0.1
roadName	Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road
chainage	4.89
width	9.8
constructionYear	1991
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	23.09413888888889
lon	89.24136111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109917&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109917&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109917&vRoadID=157&vSurveyYear=2004&vSubdivID=323
