road	R755
km	19.139
type	Box Culvert
lrpName	LRP019b
name	.
length	15.55
condition	D
structureNr	110184
est cost	9
roadName	Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road
chainage	19.139
width	7.2
constructionYear	1991
spans	3
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	22.97383333333333
lon	89.22808333333333
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110184&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110184&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110184&vRoadID=157&vSurveyYear=2004&vSubdivID=323
