road	R755
km	27.654
type	Slab Culvert
lrpName	LRP028a
name	.
length	3.85
condition	D
structureNr	110243
est cost	13
roadName	Jessore (Rajarhat)-Monirampur-Keshabpur-Chuknagar Road
chainage	27.654
width	7
constructionYear	1998
spans	1
zone	Khulna
circle	Jessore
division	Jessore
sub-division	Jessore-1
lat	22.90083333333333
lon	89.2225
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=110243&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=110243&vRoadID=157&vSurveyYear=2004&vSubdivID=323
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=110243&vRoadID=157&vSurveyYear=2004&vSubdivID=323
