road	N2
km	75.778
type	RCC Girder Bridge
lrpName	LRP075b
name	Sonarampur Bridge
length	79.75
condition	C
structureNr	119769
est cost	0.427
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	75.778
width	
constructionYear	
spans	
zone	Comilla
circle	Comilla
division	Brahmanbaria
sub-division	Brahmanbaria
lat	24.0364441 
lon	91.0158611 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=119769&vRoadID=11&vSurveyYear=2013&vSubdivID=540
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=119769&vRoadID=11&vSurveyYear=2013&vSubdivID=540
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=119769&vRoadID=11&vSurveyYear=2013&vSubdivID=540
