road	N2
km	185.981
type	PC Girder Bridge
lrpName	LRP186d
name	Umarpur Bridge
length	60.4
condition	B
structureNr	120969
est cost	0.708
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	185.981
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.6134167 
lon	91.6312493 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120969&vRoadID=11&vSurveyYear=2013&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120969&vRoadID=11&vSurveyYear=2013&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120969&vRoadID=11&vSurveyYear=2013&vSubdivID=551
