road	N2
km	186.959
type	RCC Girder Bridge
lrpName	LRP187b
name	Chaar Nopul Bridge
length	15
condition	A
structureNr	120971
est cost	0.293
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	186.959
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Habigonj
lat	24.6128889 
lon	91.644333 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120971&vRoadID=11&vSurveyYear=2013&vSubdivID=551
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120971&vRoadID=11&vSurveyYear=2013&vSubdivID=551
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120971&vRoadID=11&vSurveyYear=2013&vSubdivID=551
