road	N2
km	164.088
type	PC Girder Bridge
lrpName	LRP165a
name	Rokonpur Bridge
length	19.5
condition	B
structureNr	120934
est cost	0.571
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	164.088
width	
constructionYear	
spans	
zone	Sylhet
circle	Moulavi Bazar
division	Habiganj
sub-division	Shaistagonj
lat	24.4449997 
lon	91.5705549 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120934&vRoadID=11&vSurveyYear=2013&vSubdivID=552
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120934&vRoadID=11&vSurveyYear=2013&vSubdivID=552
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120934&vRoadID=11&vSurveyYear=2013&vSubdivID=552
