road	N2
km	256.463
type	RCC Girder Bridge
lrpName	LRP257a
name	GOYALI RCC GIDER BRIDGE
length	37
condition	B
structureNr	103805
est cost	0.65
roadName	Dhaka (Katchpur)-Bhairab-Jagadishpur-Shaistaganj-Sylhet-Tamabil-Jaflong Road
chainage	256.463
width	9.9
constructionYear	1999
spans	4
zone	Sylhet
circle	Sylhet
division	Sylhet
sub-division	Sylhet
lat	25.029194444444443
lon	92.07188888888888
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103805&vRoadID=11&vSurveyYear=2004&vSubdivID=801
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103805&vRoadID=11&vSurveyYear=2004&vSubdivID=801
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103805&vRoadID=11&vSurveyYear=2004&vSubdivID=801
