road	Z8004
km	14.746
type	Truss with Steel Deck
lrpName	LRP015e
name	KANDARPARA
length	92.1
condition	B
structureNr	105211
est cost	0.52
roadName	Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
chainage	14.746
width	3.5
constructionYear	1999
spans	3
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Sreenagar
lat	23.546694444444444
lon	90.43344444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105211&vRoadID=230&vSurveyYear=2004&vSubdivID=519
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105211&vRoadID=230&vSurveyYear=2004&vSubdivID=519
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105211&vRoadID=230&vSurveyYear=2004&vSubdivID=519
