road	Z8004
km	10.125
type	RCC Girder Bridge
lrpName	LRP010e
name	ESAPURA BRIDGE
length	17.5
condition	D
structureNr	105210
est cost	50.45
roadName	Munshiganj (Hatimara)-Kunderbazr-Srinagar (Sanbari) Road
chainage	10.125
width	3.8
constructionYear	1973
spans	3
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Sreenagar
lat	23.55002777777778
lon	90.39036111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=105210&vRoadID=230&vSurveyYear=2004&vSubdivID=519
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=105210&vRoadID=230&vSurveyYear=2004&vSubdivID=519
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=105210&vRoadID=230&vSurveyYear=2004&vSubdivID=519
