road	R110
km	1.98
type	Steel Beam & RCC Slab
lrpName	LRP001b
name	Mrida Bari Bridge
length	11.6
condition	C
structureNr	121850
est cost	0.266
roadName	Jatrabari-Demra-Shimrail-Narayanganj (Chasara) Road
chainage	1.98
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 2
lat	23.7134444 
lon	90.4534722 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=121850&vRoadID=67&vSurveyYear=2013&vSubdivID=512
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=121850&vRoadID=67&vSurveyYear=2013&vSubdivID=512
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=121850&vRoadID=67&vSurveyYear=2013&vSubdivID=512
