road	Z2041
km	2.713
type	Box Culvert
lrpName	LRP002f
name	BOX CULVERT
length	2.5
condition	A
structureNr	114702
est cost	0
roadName	Narsingdi (Jongi Shibpur)-Raipura Road
chainage	2.713
width	4.2
constructionYear	1993
spans	1
zone	Dhaka
circle	Dhaka
division	Narsingdi
sub-division	Shibpur
lat	24.027444444444445
lon	90.86747222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114702&vRoadID=206&vSurveyYear=2004&vSubdivID=523
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114702&vRoadID=206&vSurveyYear=2004&vSubdivID=523
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114702&vRoadID=206&vSurveyYear=2004&vSubdivID=523
