road	R720
km	3.079
type	Box Culvert
lrpName	LRP003d
name	.
length	4.55
condition	A
structureNr	103322
est cost	0
roadName	Magura-Narail Road
chainage	3.079
width	11
constructionYear	2000
spans	2
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.47111111111111
lon	89.44861111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=103322&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=103322&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=103322&vRoadID=149&vSurveyYear=2004&vSubdivID=330
