road	R720
km	25.58
type	Box Culvert
lrpName	LRP025d
name	.
length	1.9
condition	A
structureNr	104031
est cost	0
roadName	Magura-Narail Road
chainage	25.58
width	11.04
constructionYear	2000
spans	1
zone	Khulna
circle	Jessore
division	Magura
sub-division	Magura
lat	23.32
lon	89.49333333333334
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104031&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104031&vRoadID=149&vSurveyYear=2004&vSubdivID=330
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104031&vRoadID=149&vSurveyYear=2004&vSubdivID=330
