road	Z3614
km	4.779
type	Slab Culvert
lrpName	LRP005d
name	RASULPUR
length	1.5
condition	A
structureNr	113251
est cost	0
roadName	Atharabari-Rasulpur Road
chainage	4.779
width	5.66
constructionYear	1987
spans	1
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Nandail
lat	24.62361111111111
lon	90.67672222222222
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=113251&vRoadID=273&vSurveyYear=2004&vSubdivID=528
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=113251&vRoadID=273&vSurveyYear=2004&vSubdivID=528
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=113251&vRoadID=273&vSurveyYear=2004&vSubdivID=528
