road	Z5408
km	6.516
type	Box Culvert
lrpName	LRP006c
name	.
length	3.63
condition	A
structureNr	111249
est cost	0
roadName	Kadda-Khamarkhand-Belkuchi (Tamai) Road
chainage	6.516
width	7.35
constructionYear	1988
spans	1
zone	Rajshahi
circle	Pabna
division	Sirajganj
sub-division	Sirajgonj-1
lat	24.358055555555556
lon	89.66888888888889
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=111249&vRoadID=577&vSurveyYear=2004&vSubdivID=312
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=111249&vRoadID=577&vSurveyYear=2004&vSubdivID=312
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=111249&vRoadID=577&vSurveyYear=2004&vSubdivID=312
