road	Z3602
km	23.393
type	RCC Bridge
lrpName	LRP023b
name	RCC BRIDGE
length	107.8
condition	A
structureNr	114866
est cost	0
roadName	Kishoreganj-Nikli-Moharkona Road
chainage	23.393
width	5
constructionYear	1988
spans	5
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Kishoreganj
lat	24.311194444444446
lon	90.91686111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114866&vRoadID=271&vSurveyYear=2004&vSubdivID=527
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114866&vRoadID=271&vSurveyYear=2004&vSubdivID=527
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114866&vRoadID=271&vSurveyYear=2004&vSubdivID=527
