road	Z3602
km	16.785
type	Baily with Steel Deck
lrpName	LRP016c
name	NAKLA
length	36.8
condition	C
structureNr	114416
est cost	6.26
roadName	Kishoreganj-Nikli-Moharkona Road
chainage	16.785
width	3.6
constructionYear	1978
spans	2
zone	Mymensingh
circle	Mymensingh
division	Kishoreganj
sub-division	Kishoreganj
lat	24.335166666666666
lon	90.86116666666666
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114416&vRoadID=271&vSurveyYear=2004&vSubdivID=527
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114416&vRoadID=271&vSurveyYear=2004&vSubdivID=527
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114416&vRoadID=271&vSurveyYear=2004&vSubdivID=527
