road	Z8201
km	0.009
type	PC Girder Bridge
lrpName	LRPSa
name	Purba Rasulpur Bridge
length	106
condition	B
structureNr	120301
est cost	0
roadName	Kamrangirchar (Purba Rasulpur)-Kurerghat-Shialkhali-Asrafabad-Nuria Madrasha-Keraniganj (Konakhola) Road
chainage	0.009
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 1
lat	23.7206104 
lon	90.377166 
estimated Location	road_precise
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120301&vRoadID=188&vSurveyYear=2013&vSubdivID=511
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120301&vRoadID=188&vSurveyYear=2013&vSubdivID=511
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120301&vRoadID=188&vSurveyYear=2013&vSubdivID=511
