road	Z5049
km	18.84
type	Box Culvert
lrpName	LRP019a
name	.
length	3.6
condition	A
structureNr	115957
est cost	0
roadName	Taras-Raniraht-Sherpur Road
chainage	18.84
width	5.5
constructionYear	1994
spans	1
zone	Rangpur
circle	Bogra
division	Bogra
sub-division	Sherpur (Bogra)
lat	24.584249999999997
lon	89.39386111111112
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=115957&vRoadID=581&vSurveyYear=2006&vSubdivID=292
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=115957&vRoadID=581&vSurveyYear=2006&vSubdivID=292
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=115957&vRoadID=581&vSurveyYear=2006&vSubdivID=292
