road	Z2003
km	28.638
type	Box Culvert
lrpName	LRP028g
name	Box Culvert
length	2
condition	A
structureNr	114779
est cost	0
roadName	Kulaura-Shamshernagar-Srimangal Road
chainage	28.638
width	7.8
constructionYear	1994
spans	1
zone	Sylhet
circle	Moulavi Bazar
division	Moulavi Bazar
sub-division	Sreemongal
lat	24.43116666666667
lon	91.92441666666667
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=114779&vRoadID=438&vSurveyYear=2004&vSubdivID=555
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=114779&vRoadID=438&vSurveyYear=2004&vSubdivID=555
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=114779&vRoadID=438&vSurveyYear=2004&vSubdivID=555
