road	R812
km	24.447
type	Baily with Steel Deck
lrpName	LRP023c
name	TAXI 2
length	36.5
condition	A
structureNr	104983
est cost	0.03
roadName	Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road
chainage	24.447
width	3.5
constructionYear	1992
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Munshiganj
lat	23.499472222222224
lon	90.42069444444445
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104983&vRoadID=167&vSurveyYear=2004&vSubdivID=518
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104983&vRoadID=167&vSurveyYear=2004&vSubdivID=518
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104983&vRoadID=167&vSurveyYear=2004&vSubdivID=518
