road	R812
km	4.422
type	RCC Girder Bridge
lrpName	LRP004a
name	Mondol Bari Bridge
length	76.8
condition	B
structureNr	120360
est cost	0.1
roadName	Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road
chainage	4.422
width	
constructionYear	
spans	
zone	Dhaka
circle	Dhaka
division	Dhaka
sub-division	Dhaka, Sub-division - 2
lat	23.599440827380953
lon	90.49256815238095
estimated Location	road_interpolate
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=120360&vRoadID=167&vSurveyYear=2013&vSubdivID=512
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=120360&vRoadID=167&vSurveyYear=2013&vSubdivID=512
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=120360&vRoadID=167&vSurveyYear=2013&vSubdivID=512
