road	R812
km	33.414
type	Baily with Steel Deck
lrpName	LRP032b
name	MALERANKO BAZAR BAILEY WITH STEEL DECK
length	30.3
condition	C
structureNr	104990
est cost	50
roadName	Fatullah (Panchaboti)-Munshiganj (Muktarpur)-Lohajang-Mawa Road
chainage	33.414
width	3.7
constructionYear	1984
spans	1
zone	Dhaka
circle	Dhaka
division	Munshiganj
sub-division	Munshiganj
lat	23.47158333333333
lon	90.3425
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=104990&vRoadID=167&vSurveyYear=2004&vSubdivID=518
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=104990&vRoadID=167&vSurveyYear=2004&vSubdivID=518
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=104990&vRoadID=167&vSurveyYear=2004&vSubdivID=518
