road	R558
km	3.934
type	Box Culvert
lrpName	LRP003c
name	.
length	3.57
condition	B
structureNr	109755
est cost	0.005
roadName	Maheshpur at R556 to Barapukuria Road
chainage	3.934
width	9.6
constructionYear	2000
spans	1
zone	Rangpur
circle	Dinajpur
division	Dinajpur
sub-division	Dinajpur
lat	25.53888888888889
lon	88.95916666666668
estimated Location	bcs1
bcs1-file	http://www.rhd.gov.bd/BridgeDatabase/BCS1.asp?vStructureID=109755&vRoadID=133&vSurveyYear=2004&vSubdivID=296
bcs2-file	http://www.rhd.gov.bd/BridgeDatabase/BCS2.asp?vStructureID=109755&vRoadID=133&vSurveyYear=2004&vSubdivID=296
bcs3-file	http://www.rhd.gov.bd/BridgeDatabase/BCS3.asp?vStructureID=109755&vRoadID=133&vSurveyYear=2004&vSubdivID=296
